id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/320,http://selfie.cuahsi.org/HYDRODATACZ-D/320,acastronova@cuahsi.org,Medvědín,50.7412605,15.581686,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/320?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/321,http://selfie.cuahsi.org/HYDRODATACZ-D/321,acastronova@cuahsi.org,Pláně,50.7027092,15.6243839,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/321?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/323,http://selfie.cuahsi.org/HYDRODATACZ-D/323,acastronova@cuahsi.org,Černá Hora,50.6527786,15.7418718,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/323?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/325,http://selfie.cuahsi.org/HYDRODATACZ-D/325,acastronova@cuahsi.org,Vlčice,50.5604401,15.8211489,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/325?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/328,http://selfie.cuahsi.org/HYDRODATACZ-D/328,acastronova@cuahsi.org,KS Radvanice,50.5696869,16.0436077,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/328?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/329,http://selfie.cuahsi.org/HYDRODATACZ-D/329,acastronova@cuahsi.org,Rozkoš,50.3612823,16.0616951,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/329?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/331,http://selfie.cuahsi.org/HYDRODATACZ-D/331,acastronova@cuahsi.org,Náchod - Bražec,50.3940315,16.155901,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/331?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/333,http://selfie.cuahsi.org/HYDRODATACZ-D/333,acastronova@cuahsi.org,Hanička,50.1881828,16.509943,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/333?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/334,http://selfie.cuahsi.org/HYDRODATACZ-D/334,acastronova@cuahsi.org,VD Pastviny,50.0749741,16.5585289,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/334?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/335,http://selfie.cuahsi.org/HYDRODATACZ-D/335,acastronova@cuahsi.org,Žamberk,50.081665,16.4652786,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/335?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/336,http://selfie.cuahsi.org/HYDRODATACZ-D/336,acastronova@cuahsi.org,Rampuše,50.2080193,16.3745842,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/336?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/338,http://selfie.cuahsi.org/HYDRODATACZ-D/338,acastronova@cuahsi.org,Sedloňov,50.3438873,16.3041668,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/338?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/339,http://selfie.cuahsi.org/HYDRODATACZ-D/339,acastronova@cuahsi.org,Dobřany,50.3232841,16.284483,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/339?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/340,http://selfie.cuahsi.org/HYDRODATACZ-D/340,acastronova@cuahsi.org,KS Osečnice,50.2581062,16.3069592,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/340?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/342,http://selfie.cuahsi.org/HYDRODATACZ-D/342,acastronova@cuahsi.org,Lučice,50.1403656,15.4583111,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/342?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/343,http://selfie.cuahsi.org/HYDRODATACZ-D/343,acastronova@cuahsi.org,Suchý Vrch,50.0510712,16.6932278,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/343?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/345,http://selfie.cuahsi.org/HYDRODATACZ-D/345,acastronova@cuahsi.org,Horní Čermná,49.9691353,16.6072922,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/345?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/346,http://selfie.cuahsi.org/HYDRODATACZ-D/346,acastronova@cuahsi.org,Vysoké Pole,49.7891541,16.5511627,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/346?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/347,http://selfie.cuahsi.org/HYDRODATACZ-D/347,acastronova@cuahsi.org,Třebovice,49.8576889,16.5031586,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/347?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/348,http://selfie.cuahsi.org/HYDRODATACZ-D/348,acastronova@cuahsi.org,Trstěnice,49.7938118,16.3434944,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/348?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/349,http://selfie.cuahsi.org/HYDRODATACZ-D/349,acastronova@cuahsi.org,Sebranice,49.7743416,16.2475662,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/349?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/350,http://selfie.cuahsi.org/HYDRODATACZ-D/350,acastronova@cuahsi.org,Vysoké Mýto,49.9583321,16.1575928,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/350?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/351,http://selfie.cuahsi.org/HYDRODATACZ-D/351,acastronova@cuahsi.org,Vortová,49.7114487,15.9341621,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/351?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/353,http://selfie.cuahsi.org/HYDRODATACZ-D/353,acastronova@cuahsi.org,Seč,49.8363762,15.6529846,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/353?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/354,http://selfie.cuahsi.org/HYDRODATACZ-D/354,acastronova@cuahsi.org,Křižanovice,49.864357,15.7759457,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/354?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/355,http://selfie.cuahsi.org/HYDRODATACZ-D/355,acastronova@cuahsi.org,Štěpánov,49.8570366,16.0042744,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/355?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/358,http://selfie.cuahsi.org/HYDRODATACZ-D/358,acastronova@cuahsi.org,Golčův,49.8188896,15.4741669,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/358?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/359,http://selfie.cuahsi.org/HYDRODATACZ-D/359,acastronova@cuahsi.org,Vrchlice,49.9277,15.2283821,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/359?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/363,http://selfie.cuahsi.org/HYDRODATACZ-D/363,acastronova@cuahsi.org,Turnov,50.5879898,15.1501923,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/363?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/366,http://selfie.cuahsi.org/HYDRODATACZ-D/366,acastronova@cuahsi.org,Mšeno,50.7324905,15.1732121,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/366?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/367,http://selfie.cuahsi.org/HYDRODATACZ-D/367,acastronova@cuahsi.org,Harcov,50.7688789,15.0698948,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/367?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/368,http://selfie.cuahsi.org/HYDRODATACZ-D/368,acastronova@cuahsi.org,KS Bedřichov,50.8160706,15.1332636,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/368?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/369,http://selfie.cuahsi.org/HYDRODATACZ-D/369,acastronova@cuahsi.org,Rudolfov,50.794857,15.1078024,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/369?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/370,http://selfie.cuahsi.org/HYDRODATACZ-D/370,acastronova@cuahsi.org,Fojtka,50.8278008,15.0586004,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/370?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/371,http://selfie.cuahsi.org/HYDRODATACZ-D/371,acastronova@cuahsi.org,Mlýnice,50.8412857,15.0288029,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/371?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/372,http://selfie.cuahsi.org/HYDRODATACZ-D/372,acastronova@cuahsi.org,Nová Paka,50.4934807,15.5045204,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/372?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/373,http://selfie.cuahsi.org/HYDRODATACZ-D/373,acastronova@cuahsi.org,Libáň - Zliv,50.3610802,15.2300892,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/373?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/374,http://selfie.cuahsi.org/HYDRODATACZ-D/374,acastronova@cuahsi.org,Žlunice,50.2997131,15.3795538,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/374?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/375,http://selfie.cuahsi.org/HYDRODATACZ-D/375,acastronova@cuahsi.org,Žandov,49.8585129,15.1316137,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/375?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/378,http://selfie.cuahsi.org/HYDRODATACZ-D/378,acastronova@cuahsi.org,Nová Ves,49.8393326,16.1596451,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/378?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/380,http://selfie.cuahsi.org/HYDRODATACZ-D/380,acastronova@cuahsi.org,Hradištko,50.1681366,14.7227259,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/380?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/381,http://selfie.cuahsi.org/HYDRODATACZ-D/381,acastronova@cuahsi.org,Obřítsví,50.302166,14.4819193,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/381?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/382,http://selfie.cuahsi.org/HYDRODATACZ-D/382,acastronova@cuahsi.org,Dolní Morava,50.1241837,16.7992115,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/382?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/383,http://selfie.cuahsi.org/HYDRODATACZ-D/383,acastronova@cuahsi.org,Jindřichov,50.0949249,16.9808903,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/383?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/384,http://selfie.cuahsi.org/HYDRODATACZ-D/384,acastronova@cuahsi.org,Raškov,50.041111,16.9127789,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/384?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/385,http://selfie.cuahsi.org/HYDRODATACZ-D/385,acastronova@cuahsi.org,Moravičany,49.7558327,16.9775009,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/385?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/386,http://selfie.cuahsi.org/HYDRODATACZ-D/386,acastronova@cuahsi.org,Moravská Třebová,49.7494125,16.6560326,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/386?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/387,http://selfie.cuahsi.org/HYDRODATACZ-D/387,acastronova@cuahsi.org,Horní Bečva,49.4166679,18.3166676,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/387?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/388,http://selfie.cuahsi.org/HYDRODATACZ-D/388,acastronova@cuahsi.org,Valašské Meziříčí,49.4638901,17.9750004,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/388?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/389,http://selfie.cuahsi.org/HYDRODATACZ-D/389,acastronova@cuahsi.org,Karolinka,49.3471718,18.236042,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/389?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/390,http://selfie.cuahsi.org/HYDRODATACZ-D/390,acastronova@cuahsi.org,Bystřička,49.4226761,18.0195904,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/390?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/391,http://selfie.cuahsi.org/HYDRODATACZ-D/391,acastronova@cuahsi.org,Hranice,49.5512772,17.7339649,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/391?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/393,http://selfie.cuahsi.org/HYDRODATACZ-D/393,acastronova@cuahsi.org,Opatovice,49.3083153,16.9307747,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/393?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/394,http://selfie.cuahsi.org/HYDRODATACZ-D/394,acastronova@cuahsi.org,KS Slušovice,49.2687569,17.8053493,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/394?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/395,http://selfie.cuahsi.org/HYDRODATACZ-D/395,acastronova@cuahsi.org,Uherský Brod,49.0313873,17.6627769,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/395?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/396,http://selfie.cuahsi.org/HYDRODATACZ-D/396,acastronova@cuahsi.org,Jimramov,49.6366158,16.2166481,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/396?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/397,http://selfie.cuahsi.org/HYDRODATACZ-D/397,acastronova@cuahsi.org,Vír I,49.542778,16.3391666,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/397?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/398,http://selfie.cuahsi.org/HYDRODATACZ-D/398,acastronova@cuahsi.org,Letovice,49.5302773,16.5827789,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/398?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/399,http://selfie.cuahsi.org/HYDRODATACZ-D/399,acastronova@cuahsi.org,VD Brno,49.2324982,16.5198898,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/399?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/400,http://selfie.cuahsi.org/HYDRODATACZ-D/400,acastronova@cuahsi.org,Jihlava,49.4047203,15.6080122,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/400?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/401,http://selfie.cuahsi.org/HYDRODATACZ-D/401,acastronova@cuahsi.org,Třebíč - Ptáčov,49.211113,15.8555555,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/401?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/402,http://selfie.cuahsi.org/HYDRODATACZ-D/402,acastronova@cuahsi.org,VD Mostiště,49.3946495,16.0149078,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/402?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/403,http://selfie.cuahsi.org/HYDRODATACZ-D/403,acastronova@cuahsi.org,Velké Meziříčí,49.3538895,16.0086117,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/403?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/404,http://selfie.cuahsi.org/HYDRODATACZ-D/404,acastronova@cuahsi.org,KS Landštejn,49.0206642,15.2450485,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/404?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/405,http://selfie.cuahsi.org/HYDRODATACZ-D/405,acastronova@cuahsi.org,KS Nová Říše,49.1516342,15.5459404,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/405?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/406,http://selfie.cuahsi.org/HYDRODATACZ-D/406,acastronova@cuahsi.org,Podhradí nad Dyjí,48.9036102,15.6902781,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/406?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/407,http://selfie.cuahsi.org/HYDRODATACZ-D/407,acastronova@cuahsi.org,Jemnice,49.0172234,15.5805559,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/407?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/408,http://selfie.cuahsi.org/HYDRODATACZ-D/408,acastronova@cuahsi.org,KS Vranov,48.9059868,15.818944,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/408?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/409,http://selfie.cuahsi.org/HYDRODATACZ-D/409,acastronova@cuahsi.org,KS Dolní Věstonice,48.8908119,16.6422977,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/409?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/410,http://selfie.cuahsi.org/HYDRODATACZ-D/410,acastronova@cuahsi.org,KS Koryčany,49.1158714,17.1933708,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/410?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/412,http://selfie.cuahsi.org/HYDRODATACZ-D/412,acastronova@cuahsi.org,KS Bohdalov,49.4775543,15.8742237,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/412?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/413,http://selfie.cuahsi.org/HYDRODATACZ-D/413,acastronova@cuahsi.org,KS Ostrov nad Oslavou,49.4943123,15.9719028,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/413?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/414,http://selfie.cuahsi.org/HYDRODATACZ-D/414,acastronova@cuahsi.org,KS Jeseník,50.2385559,17.2061844,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/414?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/415,http://selfie.cuahsi.org/HYDRODATACZ-D/415,acastronova@cuahsi.org,KS Ovčárna,50.0705605,17.2388954,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/415?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/416,http://selfie.cuahsi.org/HYDRODATACZ-D/416,acastronova@cuahsi.org,KS Cvilín,50.0944672,17.7155075,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/416?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/417,http://selfie.cuahsi.org/HYDRODATACZ-D/417,acastronova@cuahsi.org,Slezská Harta,49.8893738,17.5836143,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/417?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/418,http://selfie.cuahsi.org/HYDRODATACZ-D/418,acastronova@cuahsi.org,Kružberk,49.8222923,17.663105,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/418?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/421,http://selfie.cuahsi.org/HYDRODATACZ-D/421,acastronova@cuahsi.org,Hostašovice,49.5332642,18.0172806,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/421?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/431,http://selfie.cuahsi.org/HYDRODATACZ-D/431,acastronova@cuahsi.org,Svahy-Třebel,49.8269463,12.8408337,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/431?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/432,http://selfie.cuahsi.org/HYDRODATACZ-D/432,acastronova@cuahsi.org,Hanušovice,49.7177773,13.3663893,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/432?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/433,http://selfie.cuahsi.org/HYDRODATACZ-D/433,acastronova@cuahsi.org,Hořovice,49.8413887,13.9049997,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/433?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/434,http://selfie.cuahsi.org/HYDRODATACZ-D/434,acastronova@cuahsi.org,Radíč,49.7158318,14.4169445,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/434?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/435,http://selfie.cuahsi.org/HYDRODATACZ-D/435,acastronova@cuahsi.org,Varvažov,49.4399986,14.1297226,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/435?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/436,http://selfie.cuahsi.org/HYDRODATACZ-D/436,acastronova@cuahsi.org,Bavorov,49.1236115,14.082778,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/436?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/437,http://selfie.cuahsi.org/HYDRODATACZ-D/437,acastronova@cuahsi.org,Podedvorský mlýn,49.0355568,13.9538889,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/437?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/438,http://selfie.cuahsi.org/HYDRODATACZ-D/438,acastronova@cuahsi.org,Blanický mlýn,48.9558334,13.9399996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/438?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/439,http://selfie.cuahsi.org/HYDRODATACZ-D/439,acastronova@cuahsi.org,Rejštejn,49.1405563,13.5113888,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/439?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/440,http://selfie.cuahsi.org/HYDRODATACZ-D/440,acastronova@cuahsi.org,Stodůlky,49.1177788,13.4269447,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/440?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/441,http://selfie.cuahsi.org/HYDRODATACZ-D/441,acastronova@cuahsi.org,Pašínovice-Komářice,48.8780556,14.5266666,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/441?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/442,http://selfie.cuahsi.org/HYDRODATACZ-D/442,acastronova@cuahsi.org,Březí,48.9180565,14.4319448,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/442?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/443,http://selfie.cuahsi.org/HYDRODATACZ-D/443,acastronova@cuahsi.org,Český Krumlov,48.8136101,14.3155556,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/443?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/444,http://selfie.cuahsi.org/HYDRODATACZ-D/444,acastronova@cuahsi.org,Zátoň,48.7272224,14.3383331,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/444?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/445,http://selfie.cuahsi.org/HYDRODATACZ-D/445,acastronova@cuahsi.org,Černý Kříž,48.8608322,13.8572226,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/445?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/446,http://selfie.cuahsi.org/HYDRODATACZ-D/446,acastronova@cuahsi.org,Hamr nad Nežárkou,49.1580544,14.7613888,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/446?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/447,http://selfie.cuahsi.org/HYDRODATACZ-D/447,acastronova@cuahsi.org,Rodvínov,49.1719437,15.0574999,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/447?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/448,http://selfie.cuahsi.org/HYDRODATACZ-D/448,acastronova@cuahsi.org,Nová Ves nad Lužnicí,48.808197,14.9388752,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/448?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/449,http://selfie.cuahsi.org/HYDRODATACZ-D/449,acastronova@cuahsi.org,Libež,49.7588615,14.9147243,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/449?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/450,http://selfie.cuahsi.org/HYDRODATACZ-D/450,acastronova@cuahsi.org,Mírovka,49.581665,15.6194448,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/450?f=${C:f:1}
