id,target,creator,description,c1_type,c1_match,c1_value,c2_type,c2_match,c2_value
https://geoconnex.us/chyld-pilot/id/hu/041504081504-drainage_basin_hydrometric_network_nwis,https://info.geoconnex.us/chyld-pilot/info/hu/041504081504-drainage_basin_hydrometric_network_nwis,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081504-drainage_basin_hydrometric_network_nwis?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081504-drainage_basin_hydrometric_network_nwis?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080801-drainage_basin_flowpath,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_flowpath,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_flowpath?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_flowpath?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080706-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504080706-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080706-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080706-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030102-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504030102-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030102-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030102-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504081302,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504081302,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504081302?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504081302?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080707-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504080707-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080707-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080707-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/gage_hu_network/04150404,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150404,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150404?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150404?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504050105,https://info.geoconnex.us/chyld-pilot/info/hu/041504050105,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050105?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050105?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504020301,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020301,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020301?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020301?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504020302-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504020302-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020302-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020302-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504020105,https://info.geoconnex.us/chyld-pilot/info/hu/041504020105,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020105?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020105?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030703-drainage_basin_hydrometric_network_nwis,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin_hydrometric_network_nwis,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin_hydrometric_network_nwis?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin_hydrometric_network_nwis?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504020304,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020304,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020304?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504020304?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_nexus/041504081204-inflow,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504081204-inflow,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504081204-inflow?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504081204-inflow?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504080202,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504080202,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504080202?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504080202?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504050107,https://info.geoconnex.us/chyld-pilot/info/hu/041504050107,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050107?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050107?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504040104-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504040104-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504040104-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504040104-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504081204-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504081204-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081204-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081204-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504050104,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504050104,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504050104?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504050104?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504050305-drainage_basin,https://info.geoconnex.us/chyld-pilot/info/hu/041504050305-drainage_basin,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050305-drainage_basin?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050305-drainage_basin?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504060303-drainage_basin,https://info.geoconnex.us/chyld-pilot/info/hu/041504060303-drainage_basin,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504060303-drainage_basin?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504060303-drainage_basin?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504060103,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060103,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060103?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060103?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/gage_hu_network/04150401,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150401,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150401?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150401?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504050104,https://info.geoconnex.us/chyld-pilot/info/hu/041504050104,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050104?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050104?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030402-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504030402-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030402-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030402-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504050106,https://info.geoconnex.us/chyld-pilot/info/hu/041504050106,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050106?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504050106?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080801-drainage_basin_hydrometric_network_nwis,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_hydrometric_network_nwis,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_hydrometric_network_nwis?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080801-drainage_basin_hydrometric_network_nwis?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030703-drainage_basin,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030703-drainage_basin?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_nexus/041504060504-inflow,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504060504-inflow,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504060504-inflow?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504060504-inflow?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504081101-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504081101-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081101-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081101-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030602-drainage_basin,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602-drainage_basin,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602-drainage_basin?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602-drainage_basin?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504060401,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060401,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060401?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504060401?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504010303,https://info.geoconnex.us/chyld-pilot/info/hu/041504010303,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504010303?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504010303?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504040206,https://info.geoconnex.us/chyld-pilot/info/hu/041504040206,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504040206?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504040206?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080901-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030702-drainage_basin_hydrometric_network_nwis,https://info.geoconnex.us/chyld-pilot/info/hu/041504030702-drainage_basin_hydrometric_network_nwis,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030702-drainage_basin_hydrometric_network_nwis?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030702-drainage_basin_hydrometric_network_nwis?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_outlet/041504030602,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504030602,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504030602?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_outlet/041504030602?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504020203-drainage_basin_flowpath,https://info.geoconnex.us/chyld-pilot/info/hu/041504020203-drainage_basin_flowpath,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020203-drainage_basin_flowpath?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504020203-drainage_basin_flowpath?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080502-drainage_basin_flowpath,https://info.geoconnex.us/chyld-pilot/info/hu/041504080502-drainage_basin_flowpath,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080502-drainage_basin_flowpath?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080502-drainage_basin_flowpath?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030602,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030602?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504010205-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504010205-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504010205-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504010205-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030301-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504030301-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030301-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030301-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu_nexus/041504070302-inflow,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504070302-inflow,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504070302-inflow?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu_nexus/041504070302-inflow?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080201-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504080201-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080201-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080201-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080702-drainage_basin_hydrometric_network_nwis,https://info.geoconnex.us/chyld-pilot/info/hu/041504080702-drainage_basin_hydrometric_network_nwis,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080702-drainage_basin_hydrometric_network_nwis?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080702-drainage_basin_hydrometric_network_nwis?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504070503-drainage_basin_hydronetwork,https://info.geoconnex.us/chyld-pilot/info/hu/041504070503-drainage_basin_hydronetwork,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504070503-drainage_basin_hydronetwork?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504070503-drainage_basin_hydronetwork?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504080901,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504080901?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504060402-drainage_basin_hydrometric_network_wqp,https://info.geoconnex.us/chyld-pilot/info/hu/041504060402-drainage_basin_hydrometric_network_wqp,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504060402-drainage_basin_hydrometric_network_wqp?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504060402-drainage_basin_hydrometric_network_wqp?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504081503-drainage_basin_flowpath,https://info.geoconnex.us/chyld-pilot/info/hu/041504081503-drainage_basin_flowpath,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081503-drainage_basin_flowpath?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504081503-drainage_basin_flowpath?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/well/USGS-434217073010601,https://info.geoconnex.us/chyld-pilot/info/well/USGS-434217073010601,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/well/USGS-434217073010601?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/well/USGS-434217073010601?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/hu/041504030504-drainage_basin_flowpath,https://info.geoconnex.us/chyld-pilot/info/hu/041504030504-drainage_basin_flowpath,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030504-drainage_basin_flowpath?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/hu/041504030504-drainage_basin_flowpath?f=${C:f:1}
https://geoconnex.us/chyld-pilot/id/gage_hu_network/04150405,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150405,dblodgett@usgs.gov,made for GSIP / CHyLD pilot project testing,QueryString,f?=.*&callback?=.*&_?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150405?f=${C:f:1}&callback=${C:callback:1}&_=${C:_:1},QueryString,f?=.*,https://info.geoconnex.us/chyld-pilot/info/gage_hu_network/04150405?f=${C:f:1}
